sts,device_fk,latitude,longitude,time_stamp,speed
2021-10-23T12:31:16.280446+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:43+00:00,0
2021-10-23T12:31:16.280507+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:53+00:00,0
2021-10-23T12:31:16.281271+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:39+00:00,0
2021-10-23T12:31:16.281546+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:45+00:00,0
2021-10-23T12:31:16.281750+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:55+00:00,0
2021-10-23T12:31:16.382361+00:00,25029,27.885364532470703,76.26349639892578,2021-10-23T12:31:11+00:00,34
2021-10-23T12:31:16.382565+00:00,25029,27.88534927368164,76.26329803466797,2021-10-23T12:31:13+00:00,33
2021-10-23T12:31:16.384861+00:00,25029,27.885385513305664,76.26367950439453,2021-10-23T12:31:09+00:00,33
2021-10-23T12:31:19.393919+00:00,20984,21.61501693725586,78.43660736083984,2021-10-23T12:30:56+00:00,0
2021-10-23T12:31:19.394397+00:00,20984,21.61501693725586,78.43660736083984,2021-10-23T12:31:14+00:00,0
2021-10-23T12:31:19.410485+00:00,20984,21.61501693725586,78.43660736083984,2021-10-23T12:31:09+00:00,0
2021-10-23T12:31:25.874215+00:00,25029,27.88533592224121,76.26272583007812,2021-10-23T12:31:19+00:00,32
2021-10-23T12:31:25.880822+00:00,25029,27.885337829589844,76.2629165649414,2021-10-23T12:31:17+00:00,34
2021-10-23T12:31:25.890689+00:00,25029,27.88534164428711,76.26310729980469,2021-10-23T12:31:15+00:00,32
2021-10-23T12:31:32.061649+00:00,25029,27.88530921936035,76.26199340820312,2021-10-23T12:31:27+00:00,34
2021-10-23T12:31:32.062292+00:00,25029,27.885326385498047,76.2625503540039,2021-10-23T12:31:21+00:00,30
2021-10-23T12:31:32.066041+00:00,25029,27.885303497314453,76.26179504394531,2021-10-23T12:31:29+00:00,35
2021-10-23T12:31:32.066387+00:00,25029,27.88532066345215,76.26237487792969,2021-10-23T12:31:23+00:00,32
2021-10-23T12:31:32.066657+00:00,25029,27.885316848754883,76.2621841430664,2021-10-23T12:31:25+00:00,33
2021-10-23T12:31:37.562826+00:00,6888,19.7388858795166,76.18193817138672,2021-10-23T12:31:23+00:00,12
